Statement,Label
People mistook an intoxicated woman for being a child kidnapper and handed her over to the police,0
A quarrel that took place between policemen in 2016 is being spread on social media as a scuffle over division of shares from the collection of current traffic challans.,0
Rahul Gandhiâ€™s statement on his intention to leave the country went viral,0
The picture of a mentally ill woman is being circulated on social media labeled as being a picture of a child thief.,0
Mob beat-up a mentally challenged young man after suspecting him of being a child-thief,0
Photo of Bangladesh procession went viral as a protest in Mumbai against CAB,0
Fact Check: This incident is two decades old and has no relation with the Indian Army,0
1.33 crore rupees have been spent for the â€œDeepotsavâ€ program in Ayodhya,0
Viral photograph of PM Narendra Modi wearing a Keffiyeh is Photo-shopped,0
An Old video of Gurjjar protests in Jammu showcased as recent brutalities on Muslims by the Indian Police,0
"According To NASA, sound of AUM is Audible From The Sun?? No, this is Fake News",0
Old Video of Bangladesh Police Falsely Shared As UP Police Killing 5 Madarsa Students,0
Picture of CBI officer arrested in Delhi is being spread as DSP arrested in Kashmir Know the truth,0
An old incident of police lathi charge from Unnao is being linked to a current event where it is being claimed that the Muzaffarnagar Police is committing atrocities on Maulana,0
Unrelated video of attack on bus driver in Maharashtra shared as Delhi riots,0
Fake News of Coronavirus infecting Boiler Chicken.,0
WHO declared Coronavirus as COVID-19 which stands for Corona Virus Disease NOT China Outbreak Virus In December 19,0
"Was there a car crash in Wuhan due to a police road block created due to COVID-19? No, this is Fake News!",0
Cocaine is not a cure for COVID-19!,0
BBMP will not spray any medicine for COVID-19. Do not believe this rumor.,0
MOH has not issued Office Memo stating compulsory holiday in 4 states due to COVID-19,0
Do Not Be Fooled By This Scaremongering Video. It Is Riddled With Misinformation About the COVID-19 Situation.,0
There are no positive COVID-19 patient working in Prince hotel at Hyderabad,0
Fake WhatsApp message claiming no COVID-19 Deaths in Israel due to miraculous solution of Lemon and Bicarbonateâ€¦,0
WhatsApp Audio Clip Claiming India Will Go Into A Lockdown is FAKE !,0
"The video of COVID19 mock drill conducted by the police in Sultanpur, UP viral with communal claims.",0
The Video of Whales Swimming is NOT from Bombay High,0
Viral Posts about the Death of Nurse Komal Mishra from Yavatmal are FAKE,0
Messages claiming legal action to be taken against group admins is False amidst COVID-19,0
Donâ€™t believe Dr Manisha Patilâ€™s death rumor; Here is the truth about the viral photo,0
The screenshot of a viral tweet in the name of actor Javed Jaffrey is fake.,0
A Video of a Heavy Hailstorm that occurred in Nepal Goes Viral as an incident from India and Vietnam.,0
No UV rays from the sun CANNOT kill COVID-19 !,0
Explainer: Is Facebook really tracking your Off-Facebook phone activity on a daily basis?,0
Visuals from an earlier cyclone that hit Orissa are going viral as images from the destruction caused by the recent Amphan Cyclone in West Bengal,0
Viral WhatsApp Message On Corona Guidelines Has Got Nothing To Do With ICMRâ€¦,0
"In Ayodhya, the death of the sadhu was spread with incorrect details.",0
"No, Thyrocare lab is not sealed over false-positive COVID-19 reports",0
Russian video viral as a recent road accident near Bengaluru.,0
Viral audio clip by PhonePe and KYC expiration message by Paytm is fake!,0
ISIS is not trying to hack your WhatsApp profile picture,0
Images of a street play under the â€œNirmala Pant Justice Campaignâ€ are being circulated as actual incident,0
The picture of crossing the river hanging from a rope is old and it has no relation with India.,0
Job listing attributed to World Health Organisation is Fake!,0
"The video from a mock drill in Karol Bagh, Delhi, being circulated as a real incident.",0
"No, the Sweden Riot Did Not Start Because Muslim Man Raped Minors",0
The video of a Muslim woman breaking the idols of Ganesha is not from India,0
Did Amul release â€˜Not Masoom anymoreâ€™ cartoon on Urmila Matondkar recently?,0
The IPS officers in this viral photo are not siblings,0
Villages of Arunachal Pradesh along the McMahon line are not getting vacated!,0
Unrelated photo of a different girl misidentified as Hathras gang-rape victim,0
Wrong claims linking BJP leader Shyam Prakash Dwivedi to the Hathras incident is going viral on social forums,0
"BJP member booked for allegedly posting objectionable tweets against Uddhav Thackeray, son",0
"Rahul Gandhi calls out Kamal Nath’s ‘item’ remark, says it’s unfortunate",0
Why RJD-Congress won’t bring up India-China dispute in Bihar campaign,0
"BJP President JP Nadda slams Tejashwi Yadav over 10 lakh govt jobs promise, party symbol",0
"Tej Pratap Yadav wins Hasanpur, beats sitting JD(U) MLA Raj Kumar Ray by over 20,000 votes",0
Palghar girls to Sameet Thakkar case — all Maharashtra govts tried to shut online dissent,0
"Tejashwi’s arrival, Nitish’s tenacity, Shah’s masterstroke — 5 takeaways from Bihar results",0
"DMK lacks leadership, will split after 2021 TN assembly polls, Karunanidhi’s son Alagiri says",0
"BJP plans mega Hyderabad show with Shah, Yogi and Nadda to campaign for local body polls",0
"After Hyderabad, BJP targets Kerala local body polls, fields Muslims and Christians ",0
A message to TMC rebels? Bengal CM Mamata Banerjee to hold mega rally in West Midnapore today,0
Karnataka anti-cow slaughter bill: Minister asks if Siddaramaiah will abandon his mother,0
"3 terrorists killed, 1 civilian injured in Jammu and Kashmir's Pulwama",0
Fact Check: Netizens beef up misleading post to target Kamala Harris,0
Fact Check: Owaisi did not say he will convert to Hinduism if BJP wins Hyderabad municipal poll,0
Viral Video Of Grief-Stricken Rickshaw Puller Is From Bangladesh,0
2016 Video Resurfaces As Assault On Congress Leader For Sexist,0
Did a singer sing Ram Mandir foundation song in Sushma Swarajâ€™s presence at Kuwait? Fact Check!,0
Fact Check: Is Sanghaparivar involved in Begusarai incident where a Muslim youth was shot after he was asked his nameâ€¦?,0
"Did the BJP workers beat up an inspector ruthlessly, who went to investigate electricity theft at a BJP Leaderâ€™s place? Fact Check!",0
"Fact Check: Is the newly appointed chairperson of TTD, a Christianâ€¦?",0
Did a doctor hit a patient ruthlessly in Jabalpur Medical College ? Fact Check!,0
Is the photograph shown in the post a Shiv Temple in India? Fact Check!,0
Is the claim about the green strip position on a Rs 500 currency note true? Fact Check!,0
Did Captain Amarinder Singh kick out Navjot Singh Sidhu from the Ministry? Fact Check!,0
Is the rapist of an 8-year-old kid murdered in public at Barabanki? Fact Check!,0
"Is a teacher from Walsadâ€™s DPS, Rajbag beating children ruthlessly? Fact Check!",0
Is the new Governor of Maharashtra Sumitra Mahajan? Fact Check!,0
Is the woman shown in the pic an Indian Soldier in Rajasthan ? Fact Check!,0
Has the Modi Government declared 10 new schemes? Fact Check!,0
New Modi government launches new schemes for private job employees ? Fact Check!,0
Does Lalu Prasad Yadav has AC room in Jail? Fact Check!,0
Did Rana Ayyub gave a controversial statement in favour of child rapists? Fact Check!,0
Fact Check: Did Bajrang Dal conduct arms training for kids in a school campus owned by a BJP MLAâ€¦?,0
Did UK Cricket fans dance on Bhojpuri song in London? Fact Check!,0
Did IPS D. Roopa Mudgil refuse to accept award by Modi Govt. because of Sadhvi Pragyaâ€™s statement? Fact Check!,0
Fact Check: Was a female journalist attacked by BJP for asking questions about development in Maharashtraâ€¦?,0
Did a BJP worker get attacked with a mortar in his chest at West-Bengal? Fact Check!,0
Fact Check: This image is of a Malayalee movie actress and not of a doctor working for welfare of the poor.,0
"This is not Pista House in Hyderabad. This video is of Treat Bakery in Karachi, Pakistan",0
Did the Haj pilgrims make the cabin of Air India so dirty?,0
This video belongs to Muharram Procession held in Gopalganj Bihar in 2014. A separate audio from a protest in 2017 has been added to this video,0
The old pictures of the floods in Australia were being shared as if they are from current floods in Bihar.,0
